==8340== NVPROF is profiling process 8340, command: ./test
==8340== Profiling application: ./test
==8340== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream          Src Dev   Src Ctx          Dst Dev   Dst Ctx        Unified Memory  Virtual Address  Name
11.1063s     896ns                    -               -         -         -         -      128B  136.24MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1063s  46.627us             (83 1 1)       (256 1 1)        30        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  add_particles_scan_new_particles_ [7497]
11.1086s  1.5040us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<int, bool=1>, int>, cub::ScanTileState<int, bool=1>, int>(bool=1, cub::ScanTileState<int, bool=1>) [7526]
11.1086s  6.4320us              (1 1 1)       (128 1 1)        40        0B  1.5156KB         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, int, thrust::detail::integral_constant<bool, bool=1>>, thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, cub::ScanTileState<int, bool=1>, thrust::cuda_cub::__scan::DoNothing<int>>(thrust::device_ptr<int>, thrust::device_ptr<int>, int, thrust::plus<int>, int, int) [7534]
11.1087s  102.28us                    -               -         -         -         -  781.25KB  7.2847GB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.1109s     801ns                    -               -         -         -         -      128B  152.40MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1132s     768ns                    -               -         -         -         -      176B  218.55MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1154s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1154s  2.4320us              (2 1 1)       (256 1 1)        80        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  add_particles_add_new_particles_ [7551]
11.1154s  1.1840us                    -               -         -         -         -       16B  12.887MB/s      Device    Pageable  NVIDIA GeForce          1        20                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.1778s     928ns                    -               -         -         -         -       16B  16.443MB/s    Pageable      Device  NVIDIA GeForce          1        20                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1801s     769ns                    -               -         -         -         -      176B  218.27MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1823s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1823s  4.9600us             (79 1 1)       (256 1 1)        30        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  particle_loop_particles_separation_ [7571]
11.1846s  1.5360us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<int, bool=1>, int>, cub::ScanTileState<int, bool=1>, int>(bool=1, cub::ScanTileState<int, bool=1>) [7599]
11.1846s  8.1930us             (14 1 1)       (128 1 1)        40        0B  1.5156KB         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, int, thrust::detail::integral_constant<bool, bool=1>>, thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, cub::ScanTileState<int, bool=1>, thrust::cuda_cub::__scan::DoNothing<int>>(thrust::device_ptr<int>, thrust::device_ptr<int>, int, thrust::plus<int>, int, int) [7607]
11.1846s  115.11us                    -               -         -         -         -  781.25KB  6.4726GB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.1869s  1.3760us                    -               -         -         -         -      144B  99.803MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1891s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1914s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1936s     960ns                    -               -         -         -         -      128B  127.16MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1936s  2.8170us             (79 1 1)       (256 1 1)        14        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_holes_ [7626]
11.1959s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1981s     896ns                    -               -         -         -         -      176B  187.33MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.1981s  12.321us             (15 1 1)       (256 1 1)        31        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_select2np_active_ [7634]
11.2004s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2026s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2049s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2071s     769ns                    -               -         -         -         -      176B  218.27MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2071s  10.848us             (79 1 1)       (256 1 1)        31        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_compaction_inplace_ [7645]
11.2072s     896ns                    -               -         -         -         -        4B  4.2575MB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.2094s     769ns                    -               -         -         -         -        8B  9.9212MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2117s     768ns                    -               -         -         -         -        8B  9.9341MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2139s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2162s     800ns                    -               -         -         -         -      176B  209.81MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2162s  10.785us             (15 1 1)       (256 1 1)        31        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_connect_recv_ [7657]
11.2184s     768ns                    -               -         -         -         -      176B  218.55MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2207s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2229s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2252s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2274s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2297s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2319s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2342s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2365s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2387s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2387s  910.89us             (15 1 1)       (256 1 1)       166        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  particle_loop_particles_independent_ [7679]
11.2392s  1.5680us                    -               -         -         -         -         -           -           -           -  NVIDIA GeForce          -         -                -         -                -         -            4.000000KB   0x7fbf62000000  [Unified Memory Memcpy DtoH]
11.2392s  5.5680us                    -               -         -         -         -         -           -           -           -  NVIDIA GeForce          -         -                -         -                -         -           60.000000KB   0x7fbf62001000  [Unified Memory Memcpy DtoH]
11.2396s         -                    -               -         -         -         -         -           -           -           -                -         -         -                -         -                -         -           PC 0x410174   0x7fbf62000000  [Unified Memory CPU page faults]
11.2419s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2441s     832ns                    -               -         -         -         -      128B  146.72MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2441s  2.6240us             (15 1 1)       (256 1 1)        18        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_neighbor_ [7694]
11.2464s  1.6000us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<int, bool=1>, int>, cub::ScanTileState<int, bool=1>, int>(bool=1, cub::ScanTileState<int, bool=1>) [7722]
11.2464s  7.9680us              (3 1 1)       (128 1 1)        40        0B  1.5156KB         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, int, thrust::detail::integral_constant<bool, bool=1>>, thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, cub::ScanTileState<int, bool=1>, thrust::cuda_cub::__scan::DoNothing<int>>(thrust::device_ptr<int>, thrust::device_ptr<int>, int, thrust::plus<int>, int, int) [7730]
11.2464s  120.97us                    -               -         -         -         -  781.25KB  6.1592GB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.2486s     800ns                    -               -         -         -         -      144B  171.66MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2509s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2532s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2554s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2554s  2.6240us             (15 1 1)       (256 1 1)        14        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_holes_ [7750]
11.2577s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2599s     768ns                    -               -         -         -         -      176B  218.55MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2622s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2622s  5.3440us              (1 1 1)       (256 1 1)        40        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_select2end_ [7760]
11.2644s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2667s     832ns                    -               -         -         -         -      128B  146.72MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2689s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2712s     800ns                    -               -         -         -         -      176B  209.81MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2712s  10.081us             (15 1 1)       (256 1 1)        31        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_compaction_inplace_ [7774]
11.2712s     864ns                    -               -         -         -         -        4B  4.4152MB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.2735s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2757s     736ns                    -               -         -         -         -        8B  10.366MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2780s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2802s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2825s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2825s  2.5920us             (15 1 1)       (256 1 1)        18        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_neighbor_ [7788]
11.2847s  1.4720us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<int, bool=1>, int>, cub::ScanTileState<int, bool=1>, int>(bool=1, cub::ScanTileState<int, bool=1>) [7816]
11.2847s  8.0960us              (3 1 1)       (128 1 1)        40        0B  1.5156KB         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, int, thrust::detail::integral_constant<bool, bool=1>>, thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, cub::ScanTileState<int, bool=1>, thrust::cuda_cub::__scan::DoNothing<int>>(thrust::device_ptr<int>, thrust::device_ptr<int>, int, thrust::plus<int>, int, int) [7824]
11.2848s  114.73us                    -               -         -         -         -  781.25KB  6.4942GB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.2870s     801ns                    -               -         -         -         -      128B  152.40MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2893s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2893s  2.5600us             (15 1 1)       (256 1 1)        18        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_neighbor_ [7840]
11.2915s  1.4720us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<int, bool=1>, int>, cub::ScanTileState<int, bool=1>, int>(bool=1, cub::ScanTileState<int, bool=1>) [7868]
11.2915s  8.2890us              (3 1 1)       (128 1 1)        40        0B  1.5156KB         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, int, thrust::detail::integral_constant<bool, bool=1>>, thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, cub::ScanTileState<int, bool=1>, thrust::cuda_cub::__scan::DoNothing<int>>(thrust::device_ptr<int>, thrust::device_ptr<int>, int, thrust::plus<int>, int, int) [7876]
11.2916s  114.50us                    -               -         -         -         -  781.25KB  6.5069GB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.2938s     768ns                    -               -         -         -         -      144B  178.81MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2960s     832ns                    -               -         -         -         -      128B  146.72MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.2983s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3005s     769ns                    -               -         -         -         -      128B  158.74MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3005s  2.5920us             (15 1 1)       (256 1 1)        14        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_holes_ [7896]
11.3028s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3050s     800ns                    -               -         -         -         -      176B  209.81MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3073s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3073s  5.1210us              (1 1 1)       (256 1 1)        40        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_select2end_ [7906]
11.3095s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3118s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3141s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3163s     737ns                    -               -         -         -         -      176B  227.74MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3163s  10.016us             (15 1 1)       (256 1 1)        31        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_compaction_inplace_ [7924]
11.3163s  1.1210us                    -               -         -         -         -        4B  3.4029MB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.3186s     736ns                    -               -         -         -         -        8B  10.366MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3208s     768ns                    -               -         -         -         -        8B  9.9341MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3231s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3253s     800ns                    -               -         -         -         -      176B  209.81MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3276s     864ns                    -               -         -         -         -      128B  141.29MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3298s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3321s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3343s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3366s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3388s     800ns                    -               -         -         -         -      128B  152.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3411s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3434s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3452s  178.85us                    -               -         -         -         -         -           -           -           -  NVIDIA GeForce          -         -                -         -                -         -                    85   0x7fbf62002000  [Unified Memory GPU page faults]
11.3454s  2.3360us                    -               -         -         -         -         -           -           -           -  NVIDIA GeForce          -         -                -         -                -         -            8.000000KB   0x7fbf62000000  [Unified Memory Memcpy HtoD]
11.3454s  1.0240us                    -               -         -         -         -         -           -           -           -  NVIDIA GeForce          -         -                -         -                -         -            4.000000KB   0x7fbf62002000  [Unified Memory Memcpy HtoD]
11.3454s  5.6320us                    -               -         -         -         -         -           -           -           -  NVIDIA GeForce          -         -                -         -                -         -           52.000000KB   0x7fbf62003000  [Unified Memory Memcpy HtoD]
11.3456s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3456s  1.0851ms             (64 1 1)       (256 1 1)       166        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  particle_loop_particles_independent_ [7961]
11.3468s  16.353us                    -               -         -         -         -      456B  26.593MB/s      Device      Device  NVIDIA GeForce          1        17  NVIDIA GeForce          1  NVIDIA GeForce          1                     -                -  [CUDA memcpy PtoP]
11.3757s  1.8240us                    -               -         -         -         -      608B  317.89MB/s      Device      Pinned  NVIDIA GeForce          1        20                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.3759s     864ns                    -               -         -         -         -  1.0391KB  1.1469GB/s      Pinned      Device  NVIDIA GeForce          1        20                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3781s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3804s     768ns                    -               -         -         -         -      176B  218.55MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3804s  4.6730us              (1 1 1)       (256 1 1)        40        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_unpack_recv_ [7992]
11.3826s     768ns                    -               -         -         -         -      176B  218.55MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3849s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3871s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3894s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3916s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3916s  91.620us             (79 1 1)       (256 1 1)        64        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  particle_loop_update_c_array_ [8005]
11.3940s     768ns                    -               -         -         -         -      128B  158.95MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3962s     736ns                    -               -         -         -         -      128B  165.86MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.3962s  3.1370us             (79 1 1)       (256 1 1)        18        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  compact_array_prepare_neighbor_ [8015]
11.3985s  1.4720us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::InitAgent<cub::ScanTileState<int, bool=1>, int>, cub::ScanTileState<int, bool=1>, int>(bool=1, cub::ScanTileState<int, bool=1>) [8043]
11.3985s  8.0320us             (14 1 1)       (128 1 1)        40        0B  1.5156KB         -           -           -           -  NVIDIA GeForce          1         7                -         -                -         -                     -                -  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__scan::ScanAgent<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, int, thrust::detail::integral_constant<bool, bool=1>>, thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::plus<int>, int, cub::ScanTileState<int, bool=1>, thrust::cuda_cub::__scan::DoNothing<int>>(thrust::device_ptr<int>, thrust::device_ptr<int>, int, thrust::plus<int>, int, int) [8051]
11.3985s  105.00us                    -               -         -         -         -  781.25KB  7.0960GB/s      Device    Pageable  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy DtoH]
11.4007s     736ns                    -               -         -         -         -      144B  186.59MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.4030s     800ns                    -               -         -         -         -      192B  228.88MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
11.4052s     864ns                    -               -         -         -         -      128B  141.29MB/s    Pageable      Device  NVIDIA GeForce          1         7                -         -                -         -                     -                -  [CUDA memcpy HtoD]
